sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-06;2021-08;2022-07;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2023-05
 Otomotiv Endüstrisi;AFYON;5.09289;189.9422;0;0;1092.49388;0;12.34787;16.36938;187.3719;503.58247;771.37211;1041.85;3002.59343;700.54763;149.40467;387.87852;1525.6108;727.19932;312.38695;1304.14098;615.495;1279.93601;364.30855;499.79989;640.4272;703.77465;945.22612;482.8042;159.77662;65.5731;1211.62054;1307.86878;154.71006;113.86344;254.46603;1020.61177;319.15359;1735.80788;740.63514;47.64865;304.42532;1211.62054;902.62394;640.40387;1779.49395;322.20998;1016.48457;269.72543
 Su Ürünleri ve Hayvansal Mamuller;AFYON;7611.81642;6697.89271;9171.93615;7593.21338;6597.19842;7191.74806;7275.775;7874.63252;6697.28772;8128.57549;8509.49877;7835.83182;6805.06153;6685.4801;5381.23803;2570.29022;2333.12843;4547.01098;3248.06229;4448.66941;4822.9373;4839.31608;4873.89518;3869.92283;1279.49789;3501.40032;3258.89344;1740.76291;1308.16101;4624.07862;2886.81579;2569.76693;2023.28289;1423.1692;2960.44459;2662.47742;2244.91713;2497.79212;2358.77609;2213.82968;2251.67174;2886.81579;2044.90279;2405.27037;2149.05846;853.04241;1868.70594;970.87187
 Tekstil ve Hammaddeleri;AFYON;5.77508;2.92318;2.79005;3.03434;0.25315;5.20288;5.41562;2.86215;0;5.8704;2.04941;0.3776;4.18364;57.83105;54.65779;6.97332;8.80651;76.5726;9.99463;0.19148;0;1.57406;0.72458;0.12421;1.87864;0.80919;0.69396;9.12978;4.50642;6.7806;8.3048;7.03575;10.95932;5.75988;54.5621;21.42497;14.36482;6.9872;10.81021;12.37419;25.29016;8.3048;7.39864;88.58847;5.53244;7.81628;142.36702;4.72511
 Yaş Meyve ve Sebze  ;AFYON;65.76327;152.78811;15.8375;0;89.09875;113.577;132.08125;60.98525;124.621;0;73.45479;55.61405;73.43089;161.77023;105.67287;0;41.508;0;0;4.574;90.18252;69.94899;142.97753;305.6801;88.13601;103.14353;104.15271;69.33803;47.6583;274.43922;165.10675;358.61612;325.32222;288.22963;280.41192;78.44611;508.82509;506.26208;327.63859;591.633;398.40366;165.10675;524.22026;398.96398;282.01619;341.67283;451.10979;148.29969
 Çelik;AĞRI;7.77722;3.88619;3.78949;17.8733;8.02913;19.99189;1.25377;2.88191;0.14245;10.32717;7.49757;23.68778;120.40797;79.22621;3.24693;44.0736;34.08345;2.97397;3.99805;36.76847;159.17364;311.13036;71.00107;70.61568;0;0;3.12233;38.98169;16.83457;19.61261;31.61328;7.05883;12.63636;4.99463;3.79225;21.4552;19.31893;2.80494;13.01977;1.13851;13.03158;31.61328;10.76305;3.28817;4.72241;16.91202;4.25503;35.0746
 Çimento Cam Seramik ve Toprak Ürünleri;AĞRI;48.1085;59.48707;25.14192;8.4419;23.63614;17.53765;7.86373;4.93127;2.80358;5.3814;2.16506;10.05036;21.22315;35.04369;0.87345;49.87093;145.56616;9.77054;91.49507;5.88024;45.80785;17.94331;81.17607;19.5779;0;0.40344;8.58383;2.16;3.44207;3.47132;68.12092;77.36862;71.77411;33.49372;77.77369;12.85246;27.60143;51.94992;78.68696;48.20653;50.07498;68.12092;25.11775;51.62938;30.23723;13.95113;82.19872;6.41526
 Demir ve Demir Dışı Metaller ;AĞRI;133.20583;185.84613;105.66192;182.77633;94.71193;81.91286;45.76441;64.09924;60.89192;93.1344;130.07481;82.87259;93.61581;43.68368;59.46648;73.81383;225.80116;64.21069;96.74816;127.10475;142.39756;180.50545;177.36977;58.64754;25.52664;58.18984;89.91427;24.50017;106.74868;47.89684;140.99149;86.01397;137.08769;152.71936;78.42165;106.52945;402.29858;134.30821;125.24643;82.80186;222.40401;140.99149;183.7257;184.88482;93.83188;201.37654;75.99423;192.97008
 Deri ve Deri Mamulleri ;AĞRI;103.21431;117.54486;92.62818;93.37002;54.57358;76.69488;49.93411;26.37239;64.42961;57.87482;68.1818;68.03594;127.53465;81.88524;100.09129;116.24972;86.53268;71.64461;155.39243;188.36435;143.0255;176.90511;117.33999;145.58206;47.47474;36.12298;54.00087;46.20986;96.36488;81.20468;63.24663;92.25423;99.28213;137.14534;234.49048;66.68189;82.89658;52.40474;68.71695;45.35944;60.68697;63.24663;78.00218;88.23396;63.35458;49.60092;46.88634;102.87873
 Diğer Sanayi Ürünleri;AĞRI;16.05067;12.40701;4.45971;9.07414;5.4062;8.88819;5.24998;0;0;6.28002;1.12355;12.01921;1.73415;6.70383;1.40726;5.42487;6.30188;9.67548;10.13948;6.90869;1.16727;21.22141;3.96243;14.13633;0;0;7.40073;11.08251;17.98508;1.62081;46.30119;5.8287;0.65442;51.90397;23.50969;23.76683;12.88334;16.26994;5.53687;21.98242;3.0159;46.30119;0.18036;22.19608;2.55539;15.02773;6.90591;17.15479
 Halı ;AĞRI;2.04427;0;0.17059;0.22536;0.70926;0.65289;8.75057;0.68265;1.80613;3.40636;6.1484;6.60572;8.16771;0.27501;0.76504;0.7028;6.25476;2.03989;1.70288;2.48303;5.81543;2.10569;0.53443;1.15746;0;0;4.0726;0.20585;0.06258;1.81859;0.22;40.88603;0;0.0507;0.58296;0;0;0;0;0.33991;34.14012;0.22;0.84141;19.44387;0.95407;0.71827;80.14402;0
 Hazırgiyim ve Konfeksiyon ;AĞRI;408.67503;623.94448;328.46483;215.95537;153.69729;408.0093;341.29782;155.18869;247.80878;268.32501;241.77933;269.32587;537.93625;430.17491;280.32888;245.93356;524.40409;256.89449;1265.09415;555.49854;363.4011;415.77306;777.42939;752.52978;166.38206;65.59486;155.51884;173.1362;264.12796;340.26136;121.22615;279.58253;303.23081;507.20172;593.09599;191.04666;268.34863;66.61922;254.5109;285.46382;198.23032;121.22615;158.49748;154.09898;219.57215;173.41897;164.35715;204.38317
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AĞRI;174.93404;281.64158;567.91171;168.05117;111.06754;29.34912;449.45659;199.63367;586.50728;684.0292;390.83144;42.75849;406.27281;121.77715;9.38396;240.41491;28.0514;306.71709;236.77495;458.67388;305.23792;230.59233;527.82628;665.50582;0;148.15945;232.89124;223.20278;410.94076;152.09012;147.57113;480.34018;245.16885;254.68166;193.0312;47.95078;67.92942;176.63657;237.2319;38.55705;235.00229;147.57113;197.90835;215.56101;205.02086;151.25499;130.79606;209.27546
 İklimlendirme Sanayii;AĞRI;224.54519;213.30552;103.62843;25.23052;49.15647;57.39709;7.83809;29.7361;35.06294;62.42861;62.6864;180.57444;132.20412;106.57769;62.69628;183.20132;113.94915;13.65302;8.18766;123.32271;94.77483;255.93085;174.758;195.15911;9.8681;155.58071;112.35482;134.65042;185.46762;108.75969;134.5949;86.76785;132.86382;145.54325;33.77962;71.23242;318.73605;51.32732;58.84414;148.08379;133.57326;134.5949;144.18493;331.67089;136.44644;98.66038;163.62806;267.62069
 Kimyevi Maddeler ve Mamulleri  ;AĞRI;431.72147;291.47144;187.09625;335.93494;212.01077;235.97603;359.71021;195.14074;426.71251;405.71286;329.80717;568.69007;758.99593;298.84886;351.33499;691.68434;506.51711;400.09011;219.75757;553.07229;460.56797;451.24115;475.78345;501.16779;89.51898;32.72182;222.82045;151.6594;448.6769;189.03636;279.88593;513.81052;343.26623;225.50768;335.06495;304.01276;307.181;413.5441;266.27248;481.72794;440.63986;279.88593;329.24371;490.59952;356.23642;510.87844;335.18064;267.10486
 Madencilik Ürünleri;AĞRI;9.16338;44.5559;14.84668;14.19501;22.60178;20.26133;3.61198;2.15894;0.80886;4.15691;5.83434;4.93215;1.40437;0;2.93552;7.91712;23.40974;0.30658;3.30297;4.95363;1.29109;1.95197;0.54105;11.90354;0;0.13949;1.59179;0.23715;11.12737;0.02079;13.27492;21.02936;2.86167;0.55657;19.19238;13.85277;6.12464;114.49901;12.48153;23.09794;26.93976;13.27492;6.13091;54.34876;25.97702;20.77344;10.07568;38.14978
 Makine ve Aksamları;AĞRI;334.94007;213.54626;53.85455;165.36607;131.19565;89.8439;149.20315;112.2345;500.83787;121.11367;158.14052;261.40872;267.06357;208.40404;161.77435;308.85955;255.39139;256.11571;313.62026;305.61919;287.68481;269.85388;257.03813;133.07469;128.49414;75.53154;301.28447;203.73434;201.92814;140.88105;235.16812;338.99881;265.67878;462.94271;265.31579;315.49192;302.671;252.62499;229.43264;134.4936;320.88476;235.16812;258.64034;497.53065;389.97906;296.06417;562.19088;477.00801
 Meyve Sebze Mamulleri ;AĞRI;0.86976;18.5438;53.2623;49.74905;2.18605;85.26713;84.23158;56.60927;52.44897;22.90572;1.33804;23.05672;66.7292;52.5304;53.20154;72.76845;49.9185;66.11998;63.76636;133.04733;56.24522;29.23431;57.72697;78.30887;58.54936;24.31803;99.91642;40.64714;45.8721;39.61265;30.44025;10.10332;13.53336;125.31731;135.92797;34.2665;59.79262;180.50441;87.398;288.88019;109.03607;30.44025;20.63583;26.17906;48.09368;81.92523;137.19601;157.56466
 Mücevher;AĞRI;0.39707;0.13379;0.13408;5.60321;0.18867;0.80811;0;0.13824;0;0;0;0.71153;1.10358;0;0;0.16522;0.93886;0.55416;0;0;0.78031;0;0;0.06961;0;0;0;0;3.28132;0;0;0.16775;0;0;0.02429;0;0;0;0.3051;2.97977;0;0;0;1.03685;0.006;0;0;0
 Otomotiv Endüstrisi;AĞRI;284.36212;229.51243;78.24763;66.59092;85.62932;102.09217;152.91544;270.09021;509.4513;149.61329;156.58585;458.59051;343.15723;169.82957;122.37409;122.9733;306.18047;67.38624;154.55697;136.03801;145.77532;337.21515;166.20739;226.54103;2.1672;2.12441;283.92449;159.9917;178.18183;125.48939;318.05178;417.26241;208.85039;245.59881;109.96709;301.13668;157.47436;150.61152;485.65195;162.86717;221.37975;318.05178;150.6229;158.36133;261.55355;1276.62884;474.12525;94.98688
 Su Ürünleri ve Hayvansal Mamuller;AĞRI;0;0;0;0;0;0;0;0;0;0.17061;0;0;0;0;0;0;0;0;0;1.31402;1.73725;0.68553;0;0.74633;0;0;0;2.03233;0;0.39338;0.25899;0.33867;0;1.01399;0;3.27109;0.26093;54.144;0.69111;0;0.15944;0.25899;0;513.364;0;262.22607;62.62201;0
 Tekstil ve Hammaddeleri;AĞRI;198.08958;376.55715;120.21105;112.85765;110.77658;116.74765;73.32031;123.25141;136.88366;119.50859;125.04071;311.31174;167.08442;271.14378;304.40769;443.23193;164.39864;74.17916;300.29439;174.66095;183.4586;164.14061;284.6774;67.28684;44.28902;104.13244;139.23962;139.25041;103.39702;67.24378;202.6462;119.52423;184.73982;175.90704;237.25828;197.26352;251.98248;249.68822;319.50314;212.64179;66.10428;202.6462;181.24138;162.42283;338.75702;221.59852;384.74105;137.5986
 Yaş Meyve ve Sebze  ;AĞRI;1.7481;9.99377;0;0;0;0;0;0;1.02607;1.95475;0;0;1.3879;0;0;1.3422;0;0;1.62124;0.8667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02345;0;0;0;0;0;0;0;28.02826;0;0;0
 Zeytin ve Zeytinyağı ;AĞRI;9.08437;0;8.22304;0;0;0;0;0;13.24032;3.29892;10.46017;21.86441;11.92453;0;0;2.98571;0;6.46782;2.47654;18.04148;3.02714;0;0;13.19773;0;0;0;0;0;0;0;0;0;0;0;0;0;31.86567;0;0;5.41895;0;26.10501;14.78285;0.72199;0.14162;20.24604;0
 Çelik;AKSARAY;800.38573;2819.27988;1935.33333;4006.2499;4307.17312;2434.25617;3158.06112;1859.32569;735.12786;972.16452;2058.64304;1076.52278;2945.4083;5094.7711;1875.36989;3251.36424;1485.80303;2092.59522;2485.94548;802.39952;1977.06111;2337.55124;2251.63818;2477.25185;1880.87664;407.50947;698.87749;1089.14623;222.09869;919.89983;910.63706;724.61745;658.02935;264.84311;299.98785;323.49411;808.97005;1181.98593;1865.34177;1264.59174;460.46325;910.63706;958.82989;1068.91362;753.16257;541.90684;879.49838;514.90033
 Çimento Cam Seramik ve Toprak Ürünleri;AKSARAY;62.14457;35.49972;62.54281;30.66343;81.11834;42.71742;45.46673;47.89101;13.90792;38.67495;39.46317;37.6525;35.55492;13.02006;46.35619;38.07215;51.26193;40.69702;146.16748;38.79508;53.96234;101.5781;138.86407;83.48796;180.31666;25.96957;71.95788;29.65533;163.63242;275.06796;109.34125;205.099;71.1809;28.1383;77.13547;238.42311;102.04969;200.10119;50.01511;161.09086;77.19337;109.34125;84.87467;104.7526;124.52202;63.49167;90.78336;71.05429
 Demir ve Demir Dışı Metaller ;AKSARAY;116.74884;138.57526;282.56354;189.02174;197.46656;163.91501;166.78153;138.43658;161.66181;291.52521;314.57131;187.79416;208.90698;395.22444;104.46377;291.64901;302.54659;234.36149;441.67199;425.98659;689.07822;424.91791;252.77782;244.11883;172.73064;29.94437;598.98898;1549.30821;868.84855;1029.33043;1065.14532;2103.60248;345.26288;299.79534;468.36656;875.88919;628.92704;1381.00716;692.03283;564.69002;945.43134;1065.14532;1854.40374;2067.89172;1049.40137;1217.33963;2741.86841;1360.57062
 Deri ve Deri Mamulleri ;AKSARAY;13.7878;0;22.90845;22.821;24.442;0;24.8948;0;0;49.19357;32.02016;0;0;0;0;0;30.81;0;0;0.25;0;0;0;0;0;30.553;0.6544;0;0.02719;10.6323;2.56554;0.0397;0;3.50957;0.20498;0.1232;0;2.77958;8.94862;0.12041;0;2.56554;0.5587;0.535;1.18511;1.35328;0;0
 Diğer Sanayi Ürünleri;AKSARAY;0.07198;0;0;0;0;4.545;0;0;0;0;0.909;0.85224;0;0;0;0;0;4.62;0;0.29;0;0;3.26652;0;0;0;0;0;0;0;0;0;0;0.40268;51.66675;51.64221;0;0;0.02354;0;0.25917;0;0;7.132;0.07022;0;0;0
 Halı ;AKSARAY;329.07765;242.29612;684.81015;127.76507;93.80793;224.2892;184.338;186.69876;498.73016;535.83029;297.17656;134.78794;583.01204;562.3962;114.08137;421.00876;11.82629;103.7032;666.35079;351.16633;378.73784;83.74986;326.72338;19.728;285.7866;30.39723;355.08401;176.75026;81.45947;121.98622;722.32041;579.17003;49.04057;177.45604;740.1035;227.42043;3.13871;83.17982;1061.71275;16.90072;366.56712;722.32041;390.06624;73.0601;375.15749;21.15357;443.4639;315.24753
 Hazırgiyim ve Konfeksiyon ;AKSARAY;174.05575;16.75677;187.40574;67.43992;17.69759;51.62164;93.08089;138.18551;234.36849;31.92365;16.36039;153.89823;152.21131;201.82595;57.62207;103.52186;139.56162;73.15117;54.51675;107.21419;71.20738;45.17896;217.25199;73.53222;93.95585;49.84192;60.00458;6.55757;34.05194;269.54349;201.39728;4.20973;1.68186;185.36223;64.72761;38.79279;198.66422;205.819;438.91541;284.63195;329.82614;201.39728;128.77755;66.8799;330.06708;273.61915;316.29535;72.07042
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AKSARAY;0;0;26.02585;14.26371;0;0;94.41472;60.27248;50.33417;370.05493;183.8665;142.277;149.69619;314.817;188.275;392.62205;969.72274;509.72699;1207.59238;962.03724;80.48593;359.8434;85.5525;71.5348;28.7;31.31192;468.54508;421.24444;42.88581;114.82227;15.88645;46.05617;57.70378;36.94286;52.70927;127.20863;25.76685;80.02235;21.20878;85.00901;31.34519;15.88645;133.70329;28.76816;70.66701;64.07188;107.34414;186.78772
 İklimlendirme Sanayii;AKSARAY;139.45279;118.18166;32.07956;45.30294;607.315;369.95811;337.31884;399.20895;567.09678;397.96183;71.72779;116.86833;46.16527;104.8365;150.19783;167.1753;53.3662;62.19724;60.65148;67.24157;22.14657;93.03326;92.10863;131.31582;99.70432;32.98669;170.10838;125.90838;81.72825;313.8766;33.38104;119.38479;109.00609;15.73957;83.30673;19.5425;200.33729;175.01781;133.74773;94.74233;334.19234;33.38104;144.26136;187.68746;11.94018;248.57122;114.99533;282.32975
 Kimyevi Maddeler ve Mamulleri  ;AKSARAY;571.15744;504.6973;781.82157;692.64797;1046.08912;383.84416;901.14414;275.26454;451.46534;583.89625;1235.09405;561.36521;690.4808;926.17192;820.80789;836.34007;616.13669;266.07977;749.50564;1509.17607;718.05043;2393.81098;481.87601;459.02189;464.24837;749.63605;808.99671;1113.89835;1341.27244;965.83901;320.17903;745.25334;741.42298;789.0031;963.17797;1392.58581;703.57694;2683.6655;1719.13616;980.6565;552.11656;320.17903;1097.57793;2051.87848;567.27614;1188.97162;440.85222;688.80783
 Madencilik Ürünleri;AKSARAY;61.03605;141.19999;48.00823;39.10288;47.02507;13.54749;37.91332;38.44654;23.12685;87.8888;27.15319;71.67721;14.39959;100.38808;64.26731;8.66526;56.44563;96.56187;72.89378;41.49854;85.49501;33.29832;53.89665;88.67955;60.09111;59.33353;38.75334;21.36518;45.63863;44.04814;20.87286;2.31509;24.10595;47.75261;24.27701;35.65524;45.74004;3.38803;24.8846;41.3712;42.02141;20.87286;50.7623;48.137;35.32071;22.27648;37.31363;37.78685
 Makine ve Aksamları;AKSARAY;2581.2935;2184.92573;3288.34722;3284.30537;5238.47239;4643.90747;7343.57588;4735.92276;4817.56678;4385.11342;3161.23329;3140.36946;1763.54271;3205.81701;3391.72551;5815.56018;3283.96754;4607.31393;4666.09741;5512.58997;3603.15048;4836.20543;4252.97991;2258.15076;4961.03281;3225.26443;6670.57271;4829.98867;4540.64335;7295.3047;8714.27916;5350.18717;3284.54002;4643.93973;7341.36031;10831.40103;8597.91433;14178.32087;9208.06387;8731.48391;13493.44238;8714.27916;3293.33518;9638.58549;5190.37512;8662.37744;14880.61889;8601.91126
 Meyve Sebze Mamulleri ;AKSARAY;0;0;5.6681;6.97521;0;0;7.3458;0;0;8.1;0;0;0;0;0;12.71178;0;0;0;0;6.62709;0;0;0;0;0;0;0;0;4.97195;0;0;0;16.16717;10.8771;0;37.96456;7.91861;2.2688;0;4.78644;0;9.97326;6.41939;3.9823;4.31488;0;23.7177
 Otomotiv Endüstrisi;AKSARAY;283.94326;2567.43337;534.59321;366.82117;381.63717;590.2459;632.89775;648.82453;457.79873;646.68518;902.71628;874.61681;449.78368;561.89335;1592.35272;740.55839;1230.93707;565.85672;1002.96879;841.82217;558.98775;982.43072;756.30726;557.27684;360.65209;152.03857;379.68202;1047.95074;324.13451;348.35155;469.33391;376.95874;236.50269;253.43312;747.06874;552.13594;1277.55767;1175.60518;1177.85451;808.97002;366.36502;469.33391;741.03275;569.46497;1846.91647;1115.37958;478.44929;326.97691
 Su Ürünleri ve Hayvansal Mamuller;AKSARAY;317.75;789.625;647.07;577.22;350.8;468;15.375;0;110.59;31.59706;38.35;50.0875;504.185;171.5;320.50075;80.3;675.6145;16.775;89.75;409.975;166;10.8;67.79;163.98898;83.85027;51.1;153.975;56.375;70.125;1624;1107.96836;1946.66445;592.75;573.57108;580;2584.7;3396.57;340;242.375;0;1310.93;1107.96836;1838;782.6;436.01;1450.26;3073;0.56454
 Tekstil ve Hammaddeleri;AKSARAY;0;0;0;0.8135;2.50219;0;0;0.34235;6.4326;0.77618;0.51321;0;0.32209;7.43511;0.545;0.13351;0.02801;0;0.68473;0.63;17.058;3.51773;0;0;0;0;0.44158;1.98891;31.99265;0.9418;2.12095;23.76506;164.98387;0.43673;1.28397;1.25926;2.61013;0.87192;0.54537;0;0.90546;2.12095;0.46093;0.53398;0.29286;6.94554;8.43849;2.21571
 Yaş Meyve ve Sebze  ;AKSARAY;0;11.93106;0;0;7.3875;0;0;239.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.78;0;0;0;0;0;0;0;14.7;0;0;17.172;84.444;107.122;0;0;7.29299;0;5.544;14.7;90.13;146.98;124.45875;234.846;440.57;326.93
 Çelik;AMASYA;0;0;0.001;0;0;1.922;0;0;0;0;0;0;2.06296;0.0124;0.0085;0.59938;0;0;1.03022;0;38.98532;51.04797;27.51029;3.21656;0.02853;0.02443;0.02089;0;0.01015;0.01172;0;0.25955;101.15149;0.012;0.0279;0.00676;0;0;4.93972;0;10.82298;0;1.81544;1.36493;0.01151;32.00684;17.1853;6.47729
 Çimento Cam Seramik ve Toprak Ürünleri;AMASYA;82.1756;0.07308;26.07281;76.5508;77.65239;61.56368;164.35869;26.63184;109.83971;87.18837;106.42304;85.96378;62.76642;92.95376;153.35892;491.26684;70.08107;111.03669;140.13544;91.93363;128.11781;152.17467;143.16468;266.18149;95.58937;55.67358;138.06042;120.9561;265.4109;250.56495;504.41303;298.42055;534.55783;223.63387;351.71785;187.15295;338.11315;438.54714;467.05419;136.25112;444.56377;504.41303;238.14606;720.20158;328.18494;213.12641;468.78768;1002.17327
 Demir ve Demir Dışı Metaller ;AMASYA;297.29549;215.55057;817.6437;587.15132;489.24601;430.14334;425.15478;446.81144;449.37125;347.15112;447.80656;541.83411;387.348;343.82479;907.07792;491.95762;556.69938;510.48766;173.42586;601.49793;909.39906;427.77849;194.21118;334.33472;428.38885;311.31156;338.14906;459.24927;445.39255;494.25584;820.65417;639.3462;707.79991;767.19206;679.36078;990.69864;471.42454;701.69839;714.28543;381.40602;713.16104;820.65417;1261.72568;533.7657;611.67903;871.74869;1406.76273;398.52685
 Halı ;AMASYA;1.66504;0;0.51574;0;3.44995;0;0;0;0;0;0;0.02305;0;0;0;1.1646;0;0;0;0;0.26425;0;1.584;0.50773;0;0.52004;0;1.66843;0;0;0.03493;1.38958;0;0;0;0;0.02616;0.17136;0.67505;0.4954;0.03303;0.03493;0;0;1.25565;14.91219;1.04237;0
 Hazırgiyim ve Konfeksiyon ;AMASYA;862.00818;1005.3093;1210.75716;1182.34852;1025.24034;1094.47068;1161.38152;1078.88338;1097.36524;1335.55143;1401.35363;1358.587;818.34082;1316.12586;1137.80606;1746.30315;1130.96851;1022.07543;1319.06854;1456.7658;1468.54771;1115.7542;1486.03296;1208.03854;1299.03657;1325.29205;1654.5683;1254.60195;1799.07399;1807.36164;2351.65434;1364.05703;1875.15039;1477.84894;2133.29925;1910.55439;2072.03757;2536.43292;2462.69761;1950.44608;2345.97612;2351.65434;2278.24262;2363.99269;2872.11355;2257.25658;2740.69961;2076.92352
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AMASYA;167.445;454.1635;363.6908;574.1215;202.6672;294.302;426.91125;418.03977;835.8665;984.553;1685.80225;1817.97921;1137.332;1205.40004;1739.13697;730.17;704.4397;435.5266;507.17938;505.0192;369.925;367.96667;120.39;0;159.68053;143.90153;156.0965;182.389;135.08;429.8685;67.61;988.69774;105.994;267.66202;851.619;1793.2297;333.7745;0;99.52868;0;85.305;67.61;201.55217;91.76;126.69;54.37;182.88093;249.71585
 İklimlendirme Sanayii;AMASYA;411.19616;695.26251;296.19166;153.65915;290.31558;220.07889;248.91369;265.73886;133.50721;364.67874;181.42446;183.19813;206.89559;419.33904;349.71701;391.60779;317.15894;215.32333;196.64065;369.67036;532.25735;265.96519;746.65538;333.50146;439.26929;290.6538;431.23249;458.66965;713.6402;483.89928;754.58363;818.91485;350.98528;592.40874;654.90714;505.35377;746.28543;1118.55192;582.85895;536.83914;765.51041;754.58363;723.76646;649.1152;803.67341;587.96958;915.81359;1620.06341
 Kimyevi Maddeler ve Mamulleri  ;AMASYA;8.81;83.52674;83.89054;91.85;103.44;32.37923;35.32896;3.50506;15.85;0;29.114;0.04585;8.14705;21.8846;0;111.32294;107.42084;78.43771;66.63456;60.34261;102.59668;113.99808;70.60376;77.73841;205.05367;350.19136;49.69598;49.0773;229.31376;93.01502;360.79937;336.26241;266.49151;197.73251;165.69322;365.8043;433.44165;388.36254;199.82452;177.4874;263.75176;360.79937;348.91254;367.48754;262.10078;349.97208;112.42153;536.85817
