sector;province;2019-01-01;2019-03-01;2019-05-01;2019-07-01;2019-08-01;2019-10-01;2019-12-01;2020-01-01;2020-02-01;2020-03-01;2020-04-01;2020-05-01;2020-06-01;2020-07-01;2020-08-01;2020-09-01;2020-10-01;2020-11-01;2020-12-01;2021-01-01;2021-02-01;2021-03-01;2021-04-01;2021-05-01;2021-06-01;2021-07-01;2021-08-01;2021-09-01;2021-10-01;2021-11-01;2021-12-01;2022-01-01;2022-02-01;2022-03-01;2022-04-01;2022-05-01;2022-06-01;2022-08-01;2022-09-01;2022-10-01;2022-11-01;2022-12-01;2023-01-01;2023-02-01;2023-03-01
 Çimento Cam Seramik ve Toprak Ürünleri;NEVŞEHIR;37.85382;34.28743;0;1414.08728;485.13701;0;1.61277;13.32499;133.89247;103.00089;0;0;1148.04488;924.23223;396.17174;4.53727;0;0;0;0;0;36.53223;4.52847;127.12472;114.22534;1612.944;1587.69799;2287.45591;2663.09973;18.8;69.275;3793.24112;4269.58331;20.45041;103.83514;9547.95432;12193.59516;0;4.54769;0;0;13014.31875;11977.27387;8584.57204;11604.78922
 Demir ve Demir Dışı Metaller ;NEVŞEHIR;104.426;0.28372;3.5091;1165.06126;61.94589;0;29.30625;62.96963;0.21985;4.88672;0.00352;0;1222.25526;1123.69803;78.40448;0;0.0133;0;0;177.57865;52.51293;23.2578;16.49811;4151.53039;4857.41396;27.9098;161.0031;71.49809;111.79453;131.95482;44.73797;255.65963;156.06683;34.4444;549.40094;1704.39033;778.79485;284.88342;279.50816;201.03995;347.86542;1971.94933;1107.02161;945.22547;746.68684
 Deri ve Deri Mamulleri ;NEVŞEHIR;1.01863;0;318.052;1534.63433;214.22782;112.75226;1.67;0;0;0;136.55838;126.29972;440.28634;162.56484;80.18783;156.05876;116.18932;0;0;5478.3423;4738.78431;39437.62401;42100.66369;0;204.44554;62323.5159;63762.19884;66682.34248;62715.58045;4368.51495;5460.77889;59515.41955;63864.59708;46889.55365;47777.31981;317.48277;376.87487;3873.51465;3774.30572;1699.1253;3355.19973;479.01097;446.20223;200.50095;461.14254
 Diğer Sanayi Ürünleri;NEVŞEHIR;0;105.96068;0;1272.73691;177.62776;43.89574;0;0;141.45581;125.60372;0;0;850.86569;592.68864;201.72584;0;24.51814;64.4;0;61.23376;10.3083;0;15.33418;69689.12614;73377.73946;0;0.01336;0;0;309.78714;315.85955;36.92699;37.33181;0;37.5496;368.25985;574.59457;149.01241;722.4632;194.08503;88.38799;322.64344;563.81661;459.11112;541.92824
 Elektrik Elektronik;NEVŞEHIR;74.57897;0;91.4103;22.28263;2.75046;252.17847;218.27944;87.45611;0;0;0;0;28.99386;100.88091;2.04324;372.66309;360.66247;0;0;50052.42145;51299.19047;146.65907;40.04675;0;0;17.472;14.44615;44.45362;5.01564;69639.2669;87879.75882;0;10.70171;108.33673;99.90342;522.0603;202.51128;1347.58023;865.87405;965.199;704.64722;102.83355;1266.38462;268.25669;808.5166
 Fındık ve Mamulleri ;NEVŞEHIR;0;136.52249;254.50338;0;997.0863;583.79664;0;0;169.53964;11.93581;422.69158;63.47689;5.28;0;5.46975;95.68639;92.82682;0;0;0;2.36076;6919.36913;4758.16652;23.3753;23.9365;0;2.431;0;0.50304;1.95142;45.81722;0.04219;0;3032.68167;3684.37382;57.7584;402.26149;2.52951;0;1.28455;2.60067;516.83363;235.19085;406.25892;399.3407
 Halı ;NEVŞEHIR;111.31538;251.07484;416.58787;0;770.75051;341.3313;55.60046;37.27218;398.58808;232.67869;175.66025;70.39935;0.31616;0;403.07589;359.81677;263.96754;0;0;0;0;100.16179;58.63631;0;0;0;0.02674;0;0;2.254;9.69233;0;0;260.15763;335.71243;49046.94047;74233.70134;11777.69832;11405.34799;9954.92892;10498.13269;65363.21099;39767.28762;42969.17931;56657.66593
 Hazırgiyim ve Konfeksiyon ;NEVŞEHIR;357.60095;237.87574;244.43702;528.01733;481.01384;222.32486;277.85389;504.30592;109.20499;267.85854;108.82965;106.76628;326.35999;657.07055;261.52876;275.63766;297.27188;64.4;0;0;0;61317.50865;61432.10884;0;0;0;0;0;0;0.2955;8.34693;0.22053;0;71950.6844;77394.68638;0;0;556.38691;1186.97613;538.94352;1251.36454;23.4;0;0;0
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;NEVŞEHIR;871.83132;214.14947;99.98641;2812.38885;11.60793;11.97546;119.25733;259.63095;188.94523;323.14618;52.17933;117.49619;1915.46106;1801.50045;12.52667;10.58331;26.27086;1024.57966;1380.05851;0;0;0;0;0;0;0;0.04459;0;26.8675;0;0.73591;0.04074;0;0;0;38.14801;19.46001;294.20705;900.69418;621.87667;420.90593;72.32609;327.99361;6.96951;133.95609
 İklimlendirme Sanayii;NEVŞEHIR;255.72925;210.16328;1.58779;4783.45176;1.7102;1621.50431;172.28621;292.39177;372.90467;168.4222;0.78844;2.84648;1817.23161;2978.26221;0.03;129.88566;268.72438;18.35974;5.05915;0;0;9.163;13.7935;0;12.55561;0;47.6229;0;0;1.95754;4.9638;2.40471;0;0.97647;1.2495;2592.71545;3771.52962;641.19628;524.80042;530.18873;337.07648;4295.22087;3672.7476;5066.93702;4487.72315
 Kimyevi Maddeler ve Mamulleri  ;NEVŞEHIR;803.49807;3.5373;536.97542;1.85541;189.78602;757.5714;270.45389;298.78499;12.83493;2.20423;27.73257;197.76279;0;0.18802;71.54631;1520.06616;866.60205;60.89172;25.92647;24.16961;579.6;0;0;42.07;2.36;258.31111;37.85534;578;58.32913;1.11906;0;0;0;3.65136;0.01548;47.37606;23.07558;9.38554;85.40538;20.7315;1040.18166;39.88656;78.28776;57.49097;81.99606
 Kuru Meyve ve Mamulleri  ;NEVŞEHIR;2.15475;127.58456;747.81459;0;151.77632;504.22807;5.2344;6.1466;209.18573;132.81365;710.15715;763.39872;0;0;60.55878;662.58617;1177.4511;0.00546;1.63687;0;0;0;0;0;0;0;0;0;20;47.48925;12.20467;25.20222;28.43915;0.92903;4.79977;71731.66079;102541.5138;150.72585;197.16658;355.42748;277.68122;94902.21855;64797.1667;70084.35766;86580.27355
 Madencilik Ürünleri;NEVŞEHIR;645.66072;930.74306;202.58858;9659.01953;0;14.14187;918.71974;67.79985;806.98501;1067.83277;69.10199;116.88055;6296.73716;8850.83065;0;37.67966;17.00147;0;0;0;0;0;0;0;0;0;0;0;6.03072;0;5.1788;53.94649;0;1.77651;0;0;0;65620.39041;62491.24977;51240.18026;70294.38139;31.57274;0;45.64051;0
 Makine ve Aksamları;NEVŞEHIR;799.51277;310.43725;22.18593;135.54156;0.83555;0;1014.75219;582.72577;342.31612;167.93523;3.90431;9.08787;227.02544;179.8155;0.02193;0;0.1404;35.56969;55.07091;0;0;23.63804;0;65.4453;38.85211;0;0;0;0;13.43484;70.74436;0;0.56713;0;47.1989;1.2985;5.99512;0;0;0;0;0.73409;0;0.37502;0
 Meyve Sebze Mamulleri ;NEVŞEHIR;282.53252;38.3807;0;15.49086;0;130.83718;403.57943;344.7822;53.03831;70.9363;0;0;12.3305;0.2064;16.21458;242.93992;148.31203;24.66328;0;24.16961;581.96076;0;0;2946.51148;2694.29259;275.78311;102.44008;622.45362;116.74603;1.52507;134.70053;0.01222;0;0;0;0.13;0.73594;59.38567;44.69746;101.89107;31.33828;0.32259;0;7.95697;0
 Mobilya.Kağıt ve Orman Ürünleri;NEVŞEHIR;9.13231;0;94.86502;668156.192;4.18603;88.74706;43.41531;35.23063;0;0;157.57101;195.65348;458420.8073;478471.7839;4.36731;24.50411;265.22708;512.73711;548.08816;1251.24063;1956.51421;0;0;25.56766;16.37881;1983.31981;2941.44012;4447.96408;3922.26427;6.25922;9.82903;118.79609;77.0398;0;0.7084;0;0;789.0339;994.36186;2766.81533;3526.76725;0;0;0.11892;0
 Mücevher;NEVŞEHIR;0;187.7988;132.70135;50168.42469;5492.65;0;0;0;129.61863;214.97461;28.28622;16.15579;35308.22827;42657.8619;2507.89458;0;0;328.70512;393.2337;7.90972;55.67762;0;0;34.95158;168.26377;17.53403;13.26624;17.97397;9.58515;0;10.36335;2312.13506;3459.77306;24.8874;23.81902;0;0;97.97553;50.47798;17.09781;45.0273;1.70595;54.84736;5.79475;6.57657
 Otomotiv Endüstrisi;NEVŞEHIR;86.53421;252.17736;0;0;15.7073;13.63652;339.55859;124.09165;77.93972;15.14597;0;0;0;0;2.90477;0.0979;0.01011;260.42813;446.0172;59.89778;50.28056;32.80104;13.7935;0.13158;0.08933;193.63286;141.51125;104.9116;98.62471;76.2859;312.57693;2.197;12.37158;33.49;88.90007;0;18.81015;91983.32451;91632.11896;73749.43836;99301.23957;2.10222;24.58264;0.14964;0
 Su Ürünleri ve Hayvansal Mamuller;NEVŞEHIR;219.73175;0;3.28495;84.48847;243.33646;21.14895;120.76803;75.24633;0;0;0;4.17812;77.80961;179.17091;89.61351;19.19759;6.2;114.12762;216.60949;0;0.82882;1540.00313;2972.18795;0;0.09052;2.04429;1.18463;15.22374;1.91008;3045.9355;3088.37985;111.29393;148.4349;9.38376;11.66357;0;0;9.4;0.6578;31.02468;0;0.33145;0;4.95396;0
 Süs Bitkileri ve Mam.;NEVŞEHIR;0;0;91.65641;0;1.9575;12.42774;1.06236;0;3.40929;0.29029;9.12616;281.61419;0;0;6.08338;5.84198;3.74486;33.15202;7.24591;0;0.00028;35.27659;0.96674;154.69449;135.61904;0;15.81199;0;0;16.4101;19.59498;2.36493;4.06581;0;0;16.47984;0.46549;0;0.03584;0;0;0.35192;0.24728;6.58084;0
 Tekstil ve Hammaddeleri;NEVŞEHIR;12.3081;31.98734;6.3894;73.6897;18.18279;6044.95601;1.81255;5.41971;224.98336;343.95031;0;4.89737;138.1929;63.69756;113.69213;4970.59302;5157.42568;59.6022;147.06353;19.55628;150.85815;181.29163;96.6123;31.30615;284.99525;196.00866;150.14203;113.38524;155.58557;84.43443;181.72963;0;0.05145;75.09453;178.35471;45.08632;130.07085;1.65766;1.49445;0;0;91.80379;855.30735;3.37038;638.55104
 Yaş Meyve ve Sebze  ;NEVŞEHIR;67.06179;4.78307;4308.4565;1184.6637;0;28.51641;101.7797;125.41604;9.5649;7.5307;2475.39624;3161.6506;1797.03911;1807.60414;1.09522;1.17303;387.90346;478.36984;648.93655;144.34298;28.7352;1.65701;0;236.83947;350.95474;8.10828;0.80006;246.80241;0.53934;19.35418;3.75888;92.06089;66.15446;9388.06999;7728.26232;41.85;0;0;0;0;0;103.24749;0;105.41881;15.13343
 Zeytin ve Zeytinyağı ;NEVŞEHIR;0.86148;4236.10566;36.4529;165.95668;0;255.49555;3.02681;5.28955;4615.37345;4192.06237;106.30032;0.03227;262.81426;51.65631;36.295;46.80043;111.33239;877.3781;1591.45766;403.13712;353.06599;0;0;72.5597;304.69655;232.04168;460.06758;436.127;493.95132;0;0.23432;41.62606;0;33.48792;16.8641;0;5.74792;0;2.23093;1.52844;8.87806;3.98666;11.79271;0;0
 Çelik;NIĞDE;27;11.25576;3.59;176.35027;0;58.5563;13.12741;6.45323;295.66616;94.65448;2.37186;9.98674;21.8829;65.67948;16.47153;32.64341;160.06823;0.56844;0;104.87913;439.22888;22.63692;19.3305;124.51229;653.60249;331.89749;314.23592;195.31134;380.35511;28.36073;37.00786;477.84284;623.78309;32.78951;3.3225;104.84466;161.82547;0;3.72301;77.82805;0;0;0;3.73279;0
 Çimento Cam Seramik ve Toprak Ürünleri;NIĞDE;186.97914;3.19687;6.37996;18483.17335;0;0;8.92366;43.9725;29.65061;4.11245;0;11.94579;14990.8881;16418.91589;9.21269;0;0.25895;231.95888;196.06023;148.84426;188.78727;224.85783;482.70131;4.9646;22.2306;116.74612;151.66994;151.72623;101.08285;329.8627;243.42188;468.29379;237.98815;0;0.89748;3738.26655;2620.30512;0;3.71526;0.56051;0;236.1589;946.77734;184.09259;660.26104
 Demir ve Demir Dışı Metaller ;NIĞDE;0;0;0;11.59604;0.2607;0;9.70437;10.252;160.52101;105.13077;0;0.04367;4.99338;2.2398;0.07016;0.73585;8.513;106.44368;125.11938;28.22717;0.66838;140.45099;194.18562;2079.68186;287.89374;5.30948;7.92576;15.15023;59.23998;522.1044;505.21008;42.95294;88.92944;390.3069;54.661;69.62353;24.77027;988.87464;361.61707;1315.66784;62.87376;5860.97898;1250.22236;963.16525;560.976
 Deri ve Deri Mamulleri ;NIĞDE;36.25875;0;0;656490.2619;1695.37668;0;85.88087;152.37877;0.45392;0;222.98;10.95155;421352.4747;465560.6499;1760.70913;0.27961;0;0;0;2280.20454;948.46342;446.40682;280.05015;1193.07995;1401.38204;69.0405;3506.24389;439.02623;268.74764;122.61346;332.39797;1.08562;53.89735;112.6905;106.94259;85.92008;130.74872;0;0;32.67309;54.03714;108.26322;89.68316;108.91851;181.36984
 Elektrik Elektronik;NIĞDE;0;0;0;36096.13642;4.69341;0;0.0709;2.40544;0;0;0.12118;2.40305;32833.3878;40423.60215;0;7.5461;1.49768;5.00791;1.11074;1087.45505;1188.77146;166.35536;1377.58526;1032.35851;844.03115;1172.53892;1400.7622;1155.18024;1444.80365;86.25446;134.11751;3096.64594;4312.09358;326.62677;655.85856;7.88159;6.792;4.98213;6.47943;0;3.15917;50.19476;67.89586;29.80642;101.13382
 Halı ;NIĞDE;0;0;0.46081;195.11986;130.31479;0;0;0;0;1.03557;0.15805;0.46949;508.04932;493.61828;136.20199;0;52.24975;68.24723;112.26697;1361.13076;754.82413;6.82516;1.31944;14.29621;29.00528;471.62115;485.56278;514.93298;568.0556;43.12807;36.98118;1109.42175;1464.0763;479.44355;443.78229;0;0;0;0;0.37159;0;9.89783;11.33445;47.53368;55.40732
 Hazırgiyim ve Konfeksiyon ;NIĞDE;0;0;24.02522;13.65603;49.89129;58.08138;0.06132;2.00116;0;0;0;5.94;4.56782;8.30718;3.90902;0.77931;137.69396;7.49976;0;17.02329;51.27977;1019.34888;977.23903;0.15214;0.4075;22.05325;15.24615;25.36243;18.28573;1148.11156;1628.40164;757.60984;414.75063;757.41994;549.01356;199.53922;152.09815;1028.53846;379.95379;1.53561;0;0;0;0.08663;0
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;NIĞDE;0;17.07862;16.60857;44055.98856;1059.34003;2470.34662;0;0;173.58929;10.56606;320.78608;2.00754;36877.8503;38133.01784;911.88391;2343.85215;2210.31294;4285.95805;5995.53353;0;0;1431.23353;1357.74329;234.63655;159.69959;6.875;0;22.05;9.666;915.02413;1914.8327;17.88201;17.03494;154.15444;153.22474;361.7313;52.61112;3081.37133;2686.68493;1461.18981;128.94813;173.56338;280.29376;457.07584;115.33896
 İklimlendirme Sanayii;NIĞDE;40.6;2007.64465;2180.9519;3039.72514;0;0;22.09048;26.94489;1762.3106;1737.44445;1363.77583;1523.9052;69.49106;44.88894;22.45829;0;0;1.56501;25.36187;176.31219;475.3364;1378.47058;326.96075;40.34338;7.10121;240.33436;255.57872;168.74203;159.35529;476.33205;727.36045;2.25;0.26501;2.83639;2.82265;394.49851;726.32372;84.96125;103.99344;2843.10058;2934.70547;108.52207;98.76301;0.65629;0
 Kimyevi Maddeler ve Mamulleri  ;NIĞDE;1309.35502;0;0;5503.4203;1069.39699;72.50956;1936.72485;2225.02364;0;0;0;0;3633.27792;2412.15503;732.82217;78.72002;133.21292;47.79955;89.66016;39.72952;46.15396;27.25048;15.71437;0;0;37.24909;25.99852;75.24788;7.07704;14.6708;30.27977;67.54776;143.258;3386.98247;9221.60875;149.75759;277.89615;44.83455;107.31715;167.97468;134.91933;422.18815;783.0004;0.48513;0
 Kuru Meyve ve Mamulleri  ;NIĞDE;0;126.29825;117.50611;109.71086;0;314.67489;0;0;63.33414;96.49147;46.86732;138.19005;142.69332;12.62369;0;70.73791;204.50999;18.79864;50.78688;0;0;0.0096;0;21.78485;7.17511;0;0;0;0;14.63543;7.725;16.51384;9.74498;1329.19159;2426.63269;322.5622;489.69166;6.12279;7.46262;82.29383;50.69143;249.65658;363.2352;14.3909;133.82676
 Madencilik Ürünleri;NIĞDE;77.83313;46.30032;84.39095;0;0;733.06341;143.32559;92.97312;10.22406;76.20007;48.99394;4.96872;0;0;0;1128.35763;1621.18044;33.56308;61.01569;0;30.52485;289.32168;134.94906;97.20661;61.46142;0.17988;0;3.27114;0;194.97926;217.05835;0;0;2305.32638;15.94249;131.76523;159.18953;0;0;71.4101;63.11108;110.62653;583.33762;680.33062;715.5315
 Makine ve Aksamları;NIĞDE;19.89683;1056.47915;613.94156;327.55004;85.11021;0;114.9715;31.67012;938.72566;1321.54184;1885.94564;1197.04187;91.15129;129.56071;0.29986;10.80294;21.92424;0;0;55.82635;65.98779;85.29149;10.2784;12.11538;8.43076;29.15378;36.59011;29.50043;122.36774;22.96011;5.7951;21.37253;0.10808;31.83283;10.84671;32.74894;115.2244;177.02515;161.89087;0.06178;7.152;167.36532;178.43199;233.96286;311.51458
 Meyve Sebze Mamulleri ;NIĞDE;2867.53216;0;0;873.02463;96.00457;1128.99575;900.615;1220.53046;0.36574;5.26049;9.77397;24.99966;926.59606;924.21669;654.41764;1186.54955;934.32962;8.99393;86.67713;0;19.63653;0;0;8543.03242;7623.09333;15.61555;0;11.13211;5.00128;44.596;0;344.71164;480.48378;12.534;6.29803;3652.25498;5184.48034;109.4835;230.17238;271.66409;383.39706;122.16135;19.31666;416.75407;451.06281
 Mobilya.Kağıt ve Orman Ürünleri;NIĞDE;0;1091.12439;1065.66209;761.11192;0;0;5.32217;6.44877;873.90462;865.85715;780.5657;399.72392;175.17669;1521.25501;1.77588;56.5;13.01125;0.12579;0.81066;7453.48534;6906.62128;33.25443;36.89344;0.77875;0.49186;5176.2886;10065.91325;8339.90693;8028.09165;0.90797;1.48609;11.78323;2.30495;578.90866;266.96534;1203.26539;2087.46913;648.53392;643.79358;86.33327;115.51967;955.04983;4858.67976;100.65315;89.89914
 Otomotiv Endüstrisi;NIĞDE;823.80398;158.69625;0;1419.27444;4469.57272;0;1088.69706;763.98613;0;66.875;0;0;378.49539;773.49871;4499.91628;0;0;1.56773;1.31043;6.25273;1.42876;189.98177;83.50311;118.56979;227.10532;22.17842;25.03913;5.90683;17.22471;141.06538;309.48319;9406.47093;12023.78841;25.91646;18.02105;48.31846;62.04878;239.85082;179.29169;735.04425;383.03874;923.10232;2040.63358;52.98391;19.19066
 Su Ürünleri ve Hayvansal Mamuller;NIĞDE;175.3145;406.00348;40.75146;0.17426;1.51819;1.70503;0;0;0;366.44005;0;0;32.85187;68.52872;15.83657;6.12303;31.35484;0;26.40765;156.5018;118.80042;9.20766;0;0.37646;29.38754;169.18437;107.29391;68.58327;71.51456;20.02107;0;33.09323;3.80147;0;40;13.28285;30.04033;400.37413;402.53922;227.43454;227.5746;13643.29086;283.44976;2705.54617;2438.94311
 Süs Bitkileri ve Mam.;NIĞDE;0;174.7748;6.55301;467831.9139;495.66633;345.06798;0;0;0;130.08452;0;12.39459;341433.927;348986.7901;298.82142;959.82098;500.13543;24.26609;165.14497;3.03145;1.71229;7349.21487;8608.8092;167.42487;20.28932;24.71593;4.02;3.10078;90.56589;7523.31216;9716.53462;386.37652;251.27767;0;2.99036;0;2.90253;190.35333;287.62511;107.79028;623.27658;46.59159;97.88218;1535.62965;1777.44942
 Tekstil ve Hammaddeleri;NIĞDE;87.16421;451.51452;149.91318;9406.0012;7.75362;0;0;54.71401;324.07614;522.41764;139.21847;163.42477;8238.48385;6599.24329;67.531;58.69755;0;1882.03997;2096.00095;4.99273;11.35476;2.49893;3.80043;0;0;3.1896;272.81064;140.35525;248.61451;3.94528;0.62777;32.50408;15.17515;373.17723;108.56715;316.80595;312.73544;6.87919;0;228.51859;307.71333;1.4648;10.6425;205.6497;603.54026
 Yaş Meyve ve Sebze  ;NIĞDE;529.31551;60.62272;0;4.12679;15.31922;5468.27847;484.78713;290.4343;0;0;0;0;0;0;56.18348;6017.72353;6544.59554;0;0.95095;0;0.21156;100.36814;277.06929;17.6854;0;0;0;0;0;281.50184;233.32402;23.09016;248.66606;0;16.03567;30.192;49.64554;4538.70782;1202.24791;57.48501;35.91024;240.51756;416.533;30.99091;38.14234
 Zeytin ve Zeytinyağı ;NIĞDE;0;5611.39425;4482.22645;0.204;0;12.56898;0;0;4646.33661;5405.61201;4974.81065;3528.15221;1.28708;2.03685;0;91.41225;10.43224;72.64775;193.74611;0.1051;1.58039;3.58264;22.91249;0.02819;0;5.92897;0;0;0;11.35397;10.67634;0;0;19887.52721;21960.19569;0;0;2060.65598;1041.43794;1764.19066;544.49515;18.27387;19.07295;0;1.5123
 Çelik;ORDU;0.13404;479.65153;449.83774;432.22109;5700.52249;15.01424;0.04681;0.77632;494.95557;1049.02256;882.43987;197.55387;603.22947;242.76649;12544.38603;97.44873;138.19745;1156.31899;591.5557;3.58112;5.24875;0;0;0.16519;1.57095;0;0;0;7.53343;0;0;0;0;257.39231;124.46432;66.80932;16.44986;67.14897;87.48963;1851.26498;3156.38822;0.99695;14.99743;50.41083;22.68941
 Çimento Cam Seramik ve Toprak Ürünleri;ORDU;501.69687;12.93699;10.90592;2767.67945;0;10.41617;639.98626;755.42307;56.41884;31.38915;1.14908;45.73368;609.02105;764.39897;0;2.59686;22.76747;20.02745;23.27475;11.7315;12.04579;0;1.08106;9.5449;15.3195;0;0;0.03547;3.66819;0.34069;0;10.92623;1.55388;25.09877;25.45121;6.0284;12.47307;8.83982;0.78726;97.08688;337.29275;8.03587;1033.11856;9.41;0
 Demir ve Demir Dışı Metaller ;ORDU;95.11725;0.1824;13.60227;6886.93598;0;2.03777;25.54049;51.67325;19.25046;6.80201;40.8;4.87982;4480.6352;6033.64768;0;0.41606;0.92697;1121.28356;1075.7835;0.22582;3.37379;0.29133;1.04333;3.82377;9.14518;0;0;19.85603;4034.32889;0;0;16.25282;0.91235;27.96731;264.88998;10831.63903;12516.20047;158.43963;299.91842;1.58184;0.68395;6.49096;17.98456;0.07343;18.02695
 Deri ve Deri Mamulleri ;ORDU;8.29588;0.79818;0;26.28925;150.19378;22.92996;4.79198;6.79984;0;0;1.8636;0.47524;2.88401;0;8.741;71.07358;127.12771;1045.72121;175.4762;1316.44816;1943.64747;5.12752;6.88;1481.31543;1709.51234;0;0;147.98715;5.68;0.07766;3.42908;13.1325;0;0.00896;0.52156;0.72164;5.81586;9.9084;20.20804;431.95669;440.77038;23372.87693;12518.50875;94.06583;122.95332
 Diğer Sanayi Ürünleri;ORDU;0;17.90956;38.97753;2412.6295;245.92676;33086.77904;3.06118;2.47585;45.6668;44.62721;1.2429;1.74551;1286.59372;2859.55126;772.3683;22219.14778;17359.81388;0;0;0;0;56.48988;330.30069;0;0;1877.15341;1546.17306;1987.21373;2121.38392;2.82056;0.79892;2.76315;2.94013;9.28125;0.35864;211.49711;532.65088;0;0;20.87903;30.98094;12.8076;4.38003;2.31882;9.50405
 Elektrik Elektronik;ORDU;0.60106;10211.60751;11845.86956;0;41.70729;0;59.4236;7.59807;13917.09183;9408.24474;12422.15126;8136.53019;0;0;2.54563;0;0;0;78.92249;122.11208;126.43693;30.788;175.19098;93.70143;156.06355;13.58818;15.24715;26.27005;0;1347.92513;147.93973;2252.42092;2343.06613;0;0;12.18021;54.14387;0;0.67806;0;0;383.80295;286.702;8117.47931;8144.58571
 Fındık ve Mamulleri ;ORDU;10883.1179;0;0;0;231.5799;0;16305.52645;14767.65065;0;0;0;0;0;0;899.79712;0;0;748.27759;1029.10799;16.42875;45.51508;3142.74004;2613.49564;158.60266;106.01854;106.78206;97.83215;72.34508;96.02187;9.14639;0.0919;0;0;15.31184;2.42308;183.00176;132.55437;4.6281;17.91785;2.17087;0.50129;28.16602;13.75879;7.23659;10.56658
 Gemi ve Yat;ORDU;1496.61391;0;0;87.81604;0.6976;2.07268;0;0;0.11345;0;0;0;0;11.67923;50.21799;34.46031;50.08762;0;0;2116.45108;1045.19388;0;0;1884.91449;1992.08911;472.1585;22.04762;12.0886;46.33566;2108.1993;2350.08151;94.774;64.82674;5.85446;64.52606;0.79616;0;0;14.67805;3.234;14.47282;114.42037;74.73713;560.63544;188.04771
 Halı ;ORDU;0;39.60177;95.06185;6.44228;1771.84098;349.6616;0;0.16746;3.11284;5.54082;177.02161;16.46643;7.35944;40.82668;2729.91489;303.32696;788.93424;6223.70704;6090.0919;16.11747;38.28358;444.16994;93.137;15.59609;5.48672;1369.7223;2428.35306;2849.74483;684.68109;0;0;14.98533;25.87004;6.24816;5.47707;0.68311;2.01535;12257.64726;9140.84706;0;8.21927;0;0;4.15;6.60455
 Hazırgiyim ve Konfeksiyon ;ORDU;2.14344;420.4842;477.79767;358.37282;118.65158;19.51258;3.12552;3.15117;246.77495;394.97739;793.18027;384.79868;32.13496;0;38.25011;38.2895;139.28882;12.53381;139.07172;1095.66862;1230.62977;138.95121;647.54049;1195.1473;1390.99878;9;35.67083;40.49124;8.59693;153.34948;90.36497;118.40805;195.22;9.4246;3.38759;0;0;37.35027;27.40112;10637.80397;11579.80141;0;6.96786;44.19283;112.59407
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ORDU;274.16547;18.02699;36.97861;240.05599;77.1413;508.03753;515.76096;462.33819;0.50265;47.66607;7.07318;7.45326;1.69995;148.92439;77.04562;925.36655;910.01048;370.36446;365.76464;0;18.18233;2157.44441;1565.84946;354.67485;840.1;1177.03307;1463.37341;1498.3004;1115.53538;53.08596;33.09934;58.21535;26.1761;2258.40175;2215.37562;0.12534;26.49989;124.57199;440.14918;18.01752;4.17261;4.67068;0;0;0.03194
 İklimlendirme Sanayii;ORDU;11.5133;329.10754;399.13905;9819.3536;2148.55813;41.97487;77.79466;31.88371;463.09199;755.281;488.81287;502.92812;6274.128;9575.28333;3236.72215;59.09656;35.09968;126.12676;108.30091;0;14.12615;16.9951;15.72264;14.91799;0;0;295.79143;93.68545;73.75;0;39.53643;994.03793;880.43609;0.7431;0;4.93483;4.13089;34.32398;46.29295;154.24428;258.3462;0;0;9.96;0.14074
 Kimyevi Maddeler ve Mamulleri  ;ORDU;476.70103;0;23.3434;0;953.50882;2109.40267;632.68821;404.05586;1.24926;0.2052;7.22676;2.50665;0;0;234.53058;3113.54322;2482.0082;20.13534;26.71435;3.41778;8.8828;1658.32806;1005.71338;12.18178;0.50782;0;0;0;0;30.86143;27.38198;11.7865;27.70022;121.88182;91.75202;0;0;9.03968;244.58248;23.39771;17.57709;6.2397;27.53025;0;0
 Kuru Meyve ve Mamulleri  ;ORDU;0;2070.493;2586.55549;2333.12843;12.69464;312.19697;47.08112;44.15759;2735.062;3277.28966;2820.74843;2441.83192;2247.25665;3258.89344;77.9785;239.67493;171.79551;0;4.57251;429.36692;510.87938;0.14269;1146.4;175.57669;299.62265;17.793;106.23451;6.3631;106.79522;1000.30736;661.97182;0;7.8814;64.58312;130.03724;0.1584;4.27571;0;0;115.78815;0;0.96201;7.88635;0;0
 Madencilik Ürünleri;ORDU;2332.58833;288.17757;610.04398;0;0;70.17703;3582.62307;2477.81551;144.36253;253.53703;63.73473;212.26272;0;0;0;68.87224;76.49142;88.2348;100.00958;0;0;76.8;132.69032;0;0;146.90539;395.55903;322.47405;305.80831;797.26082;239.057;0.1796;137.89992;0.84013;71.91719;2540.8418;3353.09995;3.03872;0.36105;3.59159;0.07757;116.3298;53.7322;0;5.34112
 Makine ve Aksamları;ORDU;143.90812;128.21933;26.28556;675.6145;2.47565;3471.97615;189.13996;644.79919;51.63582;80.11248;69.13721;18.98446;206.825;153.975;0;4224.69292;3786.39339;17827.9327;12570.52603;5303.4457;5137.75585;199.37765;24.51;5705.07943;6803.77644;0;63.59429;0;0;0;0;915.21362;1148.45744;78.34481;127.25154;0;2.70766;0.20256;0;0.73065;1.41036;23.36708;34.27399;0;3.3465
