sector;province;2019-01-01;2019-03-01;2019-05-01;2019-07-01;2019-08-01;2019-10-01;2019-12-01;2020-01-01;2020-02-01;2020-03-01;2020-04-01;2020-05-01;2020-06-01;2020-07-01;2020-08-01;2020-09-01;2020-10-01;2020-11-01;2020-12-01;2021-01-01;2021-02-01;2021-03-01;2021-04-01;2021-05-01;2021-06-01;2021-07-01;2021-08-01;2021-09-01;2021-10-01;2021-11-01;2021-12-01;2022-01-01;2022-02-01;2022-03-01;2022-04-01;2022-05-01;2022-06-01;2022-08-01;2022-09-01;2022-10-01;2022-11-01;2022-12-01;2023-01-01;2023-02-01;2023-03-01
 Makine ve Aksamları;IĞDIR;112.34459;18.9962;316.90697;0.206;0.02112;1107.67927;441.79642;94.7295;22.80679;28.41879;43.53561;125.50057;5.24444;31.044;0.26033;1910.44469;1421.19367;293.58156;465.65538;75.9018;40.212;74.69634;33.8258;2649.25512;4834.27641;3905.87904;4285.37929;14.01179;17.0985;3522.40378;4425.99752;4802.22794;3505.39516;0.25227;0;1894.1643;2950.55589;2295.15299;3337.84206;9109.93709;11134.2429;3709.23826;7325.58816;1226.58599;1710.57613
 Meyve Sebze Mamulleri ;IĞDIR;86.83;119.83594;219.9861;49.82792;337.66567;142.78003;138.5702;87.84356;75.0755;141.44758;135.6815;156.07667;118.57195;53.31295;188.96314;171.6785;118.81174;92.20581;47.97562;44018.01558;41651.40469;3652.76083;2514.74066;50.33599;30.06509;26.09363;44.57776;4514.56623;2679.89845;15.48193;8.94032;11.37564;45.18579;12091.69703;13904.64994;1825.91907;2600.5369;8483.46225;8613.35684;2188.80049;1929.55297;2403.56403;1742.71842;2946.71473;5928.6825
 Mobilya.Kağıt ve Orman Ürünleri;IĞDIR;241.0961;93.22779;369.43012;4.22056;15.26472;10.08357;498.38708;386.12172;125.53075;185.48948;455.09001;490.11704;92.55505;102.78511;72.65403;12.7907;10.15279;1.96936;4.77354;1417.92512;2757.44029;0;37.83297;31386.67776;36088.82157;21688.90123;22409.8867;41.87309;33.52895;63693.60827;68805.45951;43242.59464;39754.74118;5282.09398;5515.80746;5771.55321;7248.26321;2186.0178;1661.44833;22229.21971;21242.57595;8610.39622;7494.64253;0.02387;0.11282
 Mücevher;IĞDIR;0;417.41822;0.71118;0.14475;10.72803;70.06837;0.01644;0.0429;605.55288;411.76395;0;0.07738;1.29573;0;0;106.95074;225.2959;404.86832;675.0348;166340.6919;176509.124;40984.26688;32897.48213;1009.42318;2007.40768;978.16628;1177.17747;32750.67917;48624.76904;6159.78461;7196.8697;3992.04185;7557.05411;40.06608;45.0928;0;0.03598;14119.1484;7852.79194;1628.36069;2038.52362;1.60459;1.02784;4715.40169;9007.52993
 Otomotiv Endüstrisi;IĞDIR;220.23271;0;98.79931;819.29137;85.04738;166.95369;244.31454;54.09288;0.13932;0.05848;48.35911;145.11376;574.88559;753.61454;134.84318;200.96504;124.81829;0;2.5323;736.3448;415.18005;1839.37803;1466.14099;325329.522;320872.181;295889.5599;370418.3377;2900.2188;2028.40207;403816.5715;516468.9804;293320.3109;299648.4315;3362.18871;3346.10756;10022.50529;12617.1886;377.51168;598.74647;7028.08467;8608.54334;14884.91263;12133.37859;933.81642;1496.72032
 Su Ürünleri ve Hayvansal Mamuller;IĞDIR;94.24404;38.11417;26.52416;25944.16503;0.16981;445.04205;30.27065;40.81249;157.28059;119.28563;78.9302;83.44567;28167.83866;22507.7314;5.64289;854.74364;582.293;0.00899;0;145.2175;201.85477;290504.833;260816.8303;552.11071;448.11497;669.20913;535.33832;504500.8637;430537.2816;553.47553;531.46724;130.76896;138.88751;37.51483;59.7578;2841.25803;1700.30914;9832.7097;11537.51722;3682.1012;3947.35712;1925.23779;1326.75281;82.0275;56.04843
 Süs Bitkileri ve Mam.;IĞDIR;0;12.71783;2.394;114.70018;2.75441;8.16357;0;71.24583;40.98885;100.19054;1.11194;0;1208.46895;1633.91354;8.76859;0.96737;0.86304;39.49979;35.62096;239.68393;222.62145;407.14999;672.79499;214.8881;286.99424;143.89187;207.33146;830.54571;458.1079;338.44154;106.51713;269.10466;117.18361;31868.5897;29120.9026;47.50634;1.88599;3937.52021;4037.24087;2309.1916;2342.62429;185.54825;50.34408;1299.61397;2866.96889
 Tekstil ve Hammaddeleri;IĞDIR;117.62119;3.03732;200.91278;866.93508;5837.90163;216.09796;129.09153;128.60998;2.27977;0;59.23643;155.34763;1248.20499;1177.85091;6113.90571;142.67765;166.75079;1002.70957;123.76709;22.40461;69.1815;258.26353;240.20239;226.81512;235.30433;269.93744;423.51373;186.53406;225.41219;168.46267;253.34863;248.48133;354.84344;2780.71229;3123.34079;2514.58953;3902.13082;2710.69236;2986.70834;9207.35526;10256.46035;2067.54969;3135.82444;0;29.423
 Yaş Meyve ve Sebze  ;IĞDIR;11.51151;183.30033;6.93935;506.51711;88.72144;66.45611;2.55345;0;18.08296;160.42556;70.04498;34.50544;628.86265;222.82045;15.64931;83.96855;66.46766;1635.22368;1805.82771;8.33881;2.54887;156.74588;156.23089;78.65503;95.55162;81.48112;64.42452;333.43915;284.30498;59.47452;54.17487;55.68583;12.61764;355476.0963;301787.8264;14.32847;71.27345;8287.99953;7974.44754;0;0;118.73072;52.94418;34723.4288;42076.51121
 Zeytin ve Zeytinyağı ;IĞDIR;3.0722;16.40954;34.91507;616.13669;672.55522;0;19.98697;11.24517;0.29798;125.74545;62.68386;9.82369;720.02179;813.34854;2085.75655;0;0;322.78232;352.97762;363.68305;558.85695;69.59717;51.59934;0.86346;0.377;5.60484;7.95341;120.32858;87.18253;1.29887;11.92215;0.50637;0.55544;172.54128;584.23061;34213.46037;50183.39242;0.34923;0;12080.67728;13018.83368;68342.94651;45883.59091;3314.22861;5422.62306
 Çelik;ISPARTA;766.8291;4966.41982;716.41997;112943.0776;0;9.92705;9.1562;19.7603;5970.93692;6408.25573;0.79732;87.29321;71832.41673;95325.01231;0;47.83283;12.87335;17.18302;195.40181;0;0.00973;876.63834;399.19109;0.08613;0;0;0;616.86738;443.31425;8.63799;0.23132;0;0;329.24772;329.84371;341122.5674;351704.8187;2511.13824;2872.81046;53.24451;125.25673;266244.1313;193202.696;224.23773;168.81788
 Çimento Cam Seramik ve Toprak Ürünleri;ISPARTA;34.02089;33.09319;785.93774;11899.25407;11.14845;10.90744;700.0382;3332.89772;200.98885;228.72978;4580.99206;2768.34263;12752.56765;16283.67505;0;47.02655;14.61345;269.56057;589.36447;21.87844;29.07487;0.23861;0;0;0.04219;0;0;0;0;0;0.0987;0.02253;0.03304;14.9266;17.70801;366.83546;372.30644;39.50643;68.76002;1968.85098;1951.66917;245.92849;142.93521;209.58708;168.08548
 Demir ve Demir Dışı Metaller ;ISPARTA;669.60603;2719.71173;514.68238;2.55;23.72646;6731.0083;173.67046;124.70317;2457.39298;3562.22896;64.47584;240.95081;21.99225;92.7547;2.10296;8307.18709;6555.33223;214.26616;395.33729;219.81393;751.88903;0;0;24.63283;35.67141;20.61352;63.521;0;0.08678;24.25184;7.66824;6.7752;22.73339;2.71161;0.29089;160.87595;173.12836;2146.48783;6692.38424;56.99356;41.65541;139.04326;163.06987;123.89062;211.06434
 Deri ve Deri Mamulleri ;ISPARTA;0;310.70049;0;437.7601;0;119.21562;0;0.06781;97.73035;126.80437;0;0.77726;216.34151;482.00651;0;16.91326;28.8104;143.79693;112.47422;1475.73438;2196.31151;76.19959;21.36636;1264.78085;1102.34214;1329.98502;621.70331;57.18445;89.25768;776.81418;693.10341;534.28206;82.681;820.39232;1332.45454;591.96514;466.31888;42.9494;22.53878;41287.35864;64839.27859;371.64231;308.39987;109.96941;71.92801
 Diğer Sanayi Ürünleri;ISPARTA;0;0;0;3158.83635;1023.68465;1909.47368;15.1;10;0;0;0;0;2383.37675;3859.95637;961.56598;1921.72655;1429.68783;744.39864;687.58089;282.87731;249.91652;465.73667;548.39727;931.96426;1458.85581;1797.92263;1621.84135;1709.87714;1376.53359;2053.77001;1894.27816;1830.92532;1805.56381;0;0.22676;15.18518;9.58143;27944.2128;29558.50146;3388.91634;6019.51654;36.79798;70.08779;9.46237;0.005
 Elektrik Elektronik;ISPARTA;111.19583;14.74333;13.70985;2931.10302;2412.87661;588.82115;16.17952;32.45771;10.5;10;1.41154;29.7701;3322.32203;3589.87152;5478.49065;190.47233;248.3154;0.99055;1.13063;882.0281;1143.58882;1752.83134;1381.79618;495.72473;454.81992;446.1128;464.68111;2394.36422;1886.50933;505.56075;417.0748;170.2082;325.394;0;0;0;4.44391;2733.54548;9791.78938;242151.2716;287195.0376;3.50913;6.52438;32.1915;281.36797
 Fındık ve Mamulleri ;ISPARTA;105.25376;17.86974;0;60.40444;296.67775;0;0;0;22.59696;3.08714;0;0;35.63686;103.63415;382.87722;0;0.07401;168.26361;103.63749;108.72969;129.1767;420.49806;265.96475;1155.91198;1412.65067;1123.94013;1082.4085;329.0543;498.59399;1179.02998;1412.97379;1111.27864;1429.13945;20.05972;12.13462;935.48345;777.32825;289736.3557;264507.7;515.2608;747.52539;772.89015;184.77788;0;0.37997
 Halı ;ISPARTA;840.46542;0;856.63502;233.63015;3208.36309;3.91585;1173.03141;981.22788;0;0;424.82452;110.06316;214.71378;284.76811;1278.14316;0;0;133.17079;86.30088;8.23592;5.49838;1527.79595;1241.29701;42.85938;37.13652;25.28765;6.83844;1119.78923;1220.3379;78.49398;31.94054;37.50954;121.59334;71.65911;140.99426;0.07305;0;888.69631;467.99306;131.56833;117.2251;0.14183;0.1664;0;0
 Hazırgiyim ve Konfeksiyon ;ISPARTA;1801.99077;959.95421;1698.19411;154.05496;5565.12985;4.40954;1265.81889;2012.72834;1297.14582;981.96324;1403.09481;737.28244;108.5944;97.24736;3430.44153;2.03833;53.81461;3.10082;4.43726;367.32649;350.57647;33.20587;153.53457;168.51986;9.23771;7.81082;9.41469;4.86484;160.58181;45.2081;15.95898;73.92194;34.77832;2316.51986;2367.66787;0.19993;0;183.81635;169.74728;767.71134;222.11558;0;0;52.71299;82.9919
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ISPARTA;275.58827;2983.2454;251.37546;0.20373;41.5835;0;197.2656;174.63312;3320.19444;1442.10845;201.80215;196.97916;130.578;19.72269;94.51639;0;0;151.82112;169.44082;180.43656;210.72717;141.76334;10.4025;320.41881;66.95846;117.43701;191.12501;94.56698;7.62525;241.84052;271.21298;310.38057;268.77015;327.65304;459.75333;19.67735;36.59775;1233.42565;482.83939;170.32489;115.98072;16.77759;67.18537;505.87961;675.02796
 İklimlendirme Sanayii;ISPARTA;846.86582;603.6456;1977.87104;200.89776;6024.09316;1217.27091;1744.77188;875.01138;245.04675;103.54305;786.01473;491.81754;33.6;0;4018.51593;1115.12775;1526.17506;19.70177;42.15054;424.37057;777.5254;181.00369;233.78821;429.33341;572.41931;195.50423;237.85974;205.2641;133.73061;274.54008;154.01893;175.0569;330.6105;1779.88841;1883.56607;156.3999;57.3306;18.42588;64.70577;2.48637;2.79589;434.92238;507.80856;402.98309;376.15152
 Kimyevi Maddeler ve Mamulleri  ;ISPARTA;3379.77738;1230.97604;2406.98264;2463.85572;104.50573;1839.49865;2064.38739;2577.9946;893.91557;575.78383;1963.672;545.8653;2223.60855;2266.09118;2895.8206;4605.56607;1969.10669;19.68079;74.65668;1.41428;2.27056;345.50411;529.12058;638.56246;739.95972;906.09161;849.34904;440.40827;206.52413;794.76743;1017.05058;661.28568;738.44061;125.37102;99.12895;1772.75321;1651.40878;0.26912;32.38565;786.15828;325.95771;1963.00013;285.02671;150.88699;124.62153
 Kuru Meyve ve Mamulleri  ;ISPARTA;186.75353;2860.35915;90.82317;143.36119;417.9453;317.09069;82.99739;126.85889;2177.0936;1278.36436;86.96068;75.25716;159.30109;4.8663;24.40186;605.13453;210.46844;7663.08376;7892.7231;12.28913;90.21714;604.1193;605.01606;2.17756;2.13628;1.17197;1.11622;853.97232;880.48531;2.47342;5.14022;3.28587;5.65259;10.3702;415.76061;219.18732;281.69785;1191.9493;676.03945;11.01654;0;226.41215;137.15983;1766.92113;2364.89062
 Madencilik Ürünleri;ISPARTA;6177.18447;157.38408;8513.19516;41433.85752;1424.71744;3608.00191;5048.77601;3964.54118;88.53439;74.38859;4373.3788;4592.85844;36781.32864;37281.11752;1121.83404;1558.83868;2686.88052;99.40939;435.60433;47.49162;68.35361;1.17093;0.92213;86.16173;77.19107;58.11925;50.00401;0.94153;1.72807;46.36973;115.42096;61.64439;107.83004;272.59939;543.06141;1254.99768;2730.97176;0;0;0;0;1428.65894;1321.57964;22.66402;14.7765
 Makine ve Aksamları;ISPARTA;445.97856;4176.5416;2121.24055;85.28883;0;3235.04204;732.63589;1250.70824;3883.30499;4127.0203;6703.48333;3943.85308;9.66016;61.62945;0;1520.16093;2718.31768;245.65761;1268.93278;1.99777;2.88014;157.74689;119.25902;140.51311;204.09431;50.40433;127.96517;85.49914;127.98173;70.48144;113.07139;42.1406;91.17457;253.65272;382.88767;80.30263;87.39347;0;0;50.51437;70.48749;163.00951;69.01367;27.95418;426.55369
 Meyve Sebze Mamulleri ;ISPARTA;212.75224;1968.49805;465.52703;275.79528;0.495;59.18134;270.891;134.91106;2026.93385;1208.10067;687.14883;79.70408;129.77678;191.35294;0.55;87.77374;16.59488;166.56101;281.10837;60.64308;126.02807;79.38103;106.35749;0;0;0;0;497.35806;342.33063;0;6.61273;0;0;782.23313;1081.77654;159.52378;5.53763;22.08939;24.05711;897.30251;670.63194;52.35745;12.52464;521.94365;529.98838
 Mobilya.Kağıt ve Orman Ürünleri;ISPARTA;979.27833;177.64093;1791.63991;1774.65456;615.991;6362.73108;968.94986;1596.26546;13.75493;99.84226;711.86644;631.2977;662.77349;1335.9213;657.54809;7127.08495;5804.49336;0.062;0;12.00516;35.58454;4.521;12.742;100.71704;224.3678;19.41491;74.18418;0;0;97.37563;83.93206;88.72609;294.87743;2.46068;0.74909;320.69988;447.05158;109.20391;225.95855;3226.78072;3235.20495;224.71269;347.81359;134.61474;170.51285
 Mücevher;ISPARTA;0;1639.34758;0;4260.5671;37.494;438.50765;0;0;713.76059;1173.05515;0;0;2772.9688;3315.41961;20.10698;2573.93674;417.93471;0;0;18.01785;10.4468;65.72606;148.54878;40.13598;293.4755;112.51792;0.43569;200.28524;90.15606;12.29102;73.21799;17.5481;70.60312;111.92093;91.89941;213.7423;283.79383;2093.7086;3525.27342;190.72664;296.52461;130.43459;117.16928;936.53938;578.59758
 Otomotiv Endüstrisi;ISPARTA;2.77753;0;275.775;1379.49926;836.26531;0.56191;32.78;0.24674;0;0;0.2247;0;1828.6912;1150.4507;1306.99934;566.06075;2690.34507;13.88398;13.96797;5641.06724;7651.8811;162.68489;67.81193;13.29556;1.21552;13.10909;25.0457;12.1898;2.47901;2.2714;2.16364;30.42468;0.26169;62.13872;105.13478;516.71876;1140.8763;388.22052;266.23674;2378.16219;2159.45161;553.4753;346.58447;0.66656;0
 Su Ürünleri ve Hayvansal Mamuller;ISPARTA;280.02743;0;191.23387;956.76121;3454.72882;1099.55894;192.4075;385.95948;0.5955;31.97245;0;68.512;1320.02044;799.029;3086.56257;1601.14816;1230.00341;0;0;385.35399;182.14367;89.01837;22.79139;7470.5414;8646.20368;7992.17008;7351.76879;0.85876;1.79506;7896.34141;8115.92968;6391.0256;7313.75506;0;0;0;1.98593;2549.3422;2294.03439;119.08276;33.2836;0;0;181.15644;26.56566
 Süs Bitkileri ve Mam.;ISPARTA;193.066;364.73352;31.54171;402.01773;0;0;370.855;332.3937;445.73035;118.99655;0;17.025;288.44611;378.68077;2.67024;0;0;1387.78359;853.33847;1585.09381;1197.28042;7878.78463;6991.42815;114.51475;48.93662;245.41765;709.54864;10115.58916;8530.04493;66.39391;6.75535;87.50417;78.84855;229.62484;298.61156;28.17828;62.13719;59.86777;128.06148;250.58732;7.58953;28.54754;91.81523;65.68047;40.3027
 Tekstil ve Hammaddeleri;ISPARTA;924.1208;1690.01917;1403.152;244.97658;26351.39505;34.99685;941.36933;1515.49454;1266.58237;1008.0369;406.2119;667.82619;203.21826;211.91625;27109.28893;7.09319;0;1323.8993;1818.57798;99.3702;139.79112;7.74551;86.91649;3298.78362;1477.76173;4879.96154;2053.24064;101.01881;35.10654;2575.89735;4853.19072;3997.36604;4692.15768;160.97874;106.74538;44.06945;45.11588;11.0607;352.75234;357.13315;180.52024;30.31358;23.90513;4.3089;3.73611
 Yaş Meyve ve Sebze  ;ISPARTA;2065.79021;1134.83278;5262.32009;0;530350.0519;565.62293;2398.84508;2492.19203;1286.47041;1046.22112;671.75159;2969.11521;12.57701;31.80394;471199.8684;621.96248;905.19859;109.64238;408.71837;0;0;3593.54674;2424.19641;693.11585;479.55555;319.53508;330.00168;2981.2088;3015.11181;185.81765;228.89575;142.5808;211.04979;29.27245;17.15028;0.951;0;219.42186;360.49932;165.65048;96.07212;0.25717;1.41469;152.28892;135.59455
 Zeytin ve Zeytinyağı ;ISPARTA;0;1020.4507;0;746.88768;147034.6066;8.55643;0;0.13631;2007.4165;1410.11667;0;0;457.18612;607.83644;154729.6513;17.87276;10.80248;1276.83431;1237.72103;0;0;41.21626;488.5181;1.625;3.65376;0;0.05859;173.06815;271.77624;0.1907;10.34445;0.24253;11.37321;8052.21119;10522.29512;202.63415;248.1155;267.8622;177.9958;1054.32934;824.34876;213.42265;324.12734;368.03932;316.15868
 Çelik;İSTANBUL;622246.44;24063.74729;779638.1739;82247.41085;93857.48943;2197.29186;555347.2106;596573.6402;22455.6892;18610.36384;455209.5105;394247.4279;83302.15771;92116.02086;66145.24841;4330.25154;3102.71874;96.0178;91.72538;17.27375;0.32389;0;0;6.65716;9.92408;73.96707;14.60327;64.85078;0;11.95667;34.97821;8.2584;211.376;1560.81634;2490.46913;2.57176;160.03043;0;0.00605;18.45966;51.70408;0.74941;1.4382;6083.55773;6794.73079
 Çimento Cam Seramik ve Toprak Ürünleri;İSTANBUL;127726.5355;713855.0577;191387.5164;62.19824;4079.37075;0;151073.2608;145128.3938;565501.7212;552003.7949;113472.8442;125193.8971;57.69977;170.81339;4288.3856;0;0;6658.33483;5339.92003;1478.68781;1688.49801;6.35249;26.74066;0;0;0.58323;0;4.15922;8.9093;1.60065;0;0;0;453.20229;383.65834;7094.57236;9449.31915;51.93429;89.71461;93.70751;39.73476;7127.39051;4937.25704;303.84544;391.48164
 Demir ve Demir Dışı Metaller ;İSTANBUL;332635.5163;165334.2798;443430.9228;0;447813.6633;24633.36822;362698.8246;353751.05;161502.205;161085.1977;283558.6012;261627.4627;0;0;432187.2847;30446.51512;27527.22357;1561.34009;999.71545;821.16632;1535.75097;0;0;2037.99718;1942.23344;1234.19056;1222.01848;0;0;1600.29317;1495.91591;1411.60293;1380.1418;2.13519;2.35134;144.78981;231.71048;117.96235;101.94845;0;0;42.43006;33.91938;3308.82568;8303.01857
 Deri ve Deri Mamulleri ;İSTANBUL;75344.81189;375370.9792;101988.4604;75.83956;26823.22082;587861.2333;72794.37666;86564.88614;354930.5853;356440.2271;29027.16168;35471.90801;221.6335;215.7961;39201.20362;608717.4452;600512.9779;1605.6493;663.40369;304.27546;442.7722;2000.36205;1702.54542;1398.24778;2037.05455;2069.6224;1470.14426;1731.651;2165.65627;1970.08814;839.46591;1647.5476;3230.62964;28.17762;0;3190.73336;4248.64943;0;0;752.73904;380.10695;7960.31058;1458.25038;236.24894;590.13841
 Diğer Sanayi Ürünleri;İSTANBUL;3615.91512;118784.2287;5967.12639;12403.9708;32757.71841;162553.9522;6477.15607;4419.76704;95018.28245;83401.73681;3288.7182;4079.26061;8942.97534;10136.92969;87697.11789;165832.572;178543.7496;927.66237;1816.26353;702.22434;777.11394;2039.7992;1169.77252;286.88082;126.87147;249.58577;754.18269;2364.18478;1962.68188;518.14486;1012.35134;856.90986;449.60437;17.20762;28.33079;342.08915;271.32306;393.81559;651.61828;59.4573;176.64994;143.49596;194.12221;0;0
 Elektrik Elektronik;İSTANBUL;441212.2038;5489.97762;541802.5004;1423.89163;34855.95567;368140.9168;467216.538;445806.4355;4957.82333;4414.30821;298488.5188;316328.5275;1427.24576;1256.40699;46904.8761;386838.0431;422966.9057;0;0;2802.22117;3486.39704;523.53953;258.56903;1235.71395;1585.15886;1040.18619;1574.72792;989.73891;1080.43676;1862.63377;1302.18382;979.3191;1367.36913;0;0;0;2.12069;53.72329;19.01997;6.42791;31.24952;7.14991;5.9666;0;0
 Fındık ve Mamulleri ;İSTANBUL;49360.28838;538823.0881;45848.42881;6042.45471;955032.5126;104182.9316;46890.95063;54361.50654;451845.8495;436607.0519;70573.69409;40773.63304;1069.39502;4000.0154;1016587.539;92308.30019;91736.49814;7.08744;1.27804;67.77336;19.93012;629.27535;1666.61627;858.51444;2701.41632;2822.21029;3911.91516;2338.95672;1675.59472;2430.43744;4123.55234;4046.28579;2614.80755;2276.44193;1855.03912;0;3.24;6.75473;11.39954;12005.58745;9786.08548;0;0;185.47628;78.05444
 Gemi ve Yat;İSTANBUL;36515.17802;30584.19174;42363.29213;842565.1523;153918.0312;4811.3686;57461.0814;54139.11363;41188.22923;70559.52559;22272.02891;17299.50808;785410.4006;879230.089;158362.6644;5607.5521;5485.06968;718.16154;309.04175;5855.16197;4875.7128;2181.41261;2564.04617;19.09309;70.49948;0.53271;17.55;5159.12259;2474.98601;10.07481;86.48123;38.84945;22.4695;3264.11905;3785.09963;54.45742;127.29497;11365.48599;11869.55349;46.22037;92.4564;721.78234;119.23006;0;0
 Halı ;İSTANBUL;42663.95331;46570.38362;60659.29163;147970.8985;140709.5201;549746.9305;51371.50554;50086.52619;84642.88971;41315.27488;18766.11997;22412.54361;104950.5941;118850.4157;140394.3761;565288.4283;585514.0045;176.48253;886.60575;6376.24908;5660.09794;54.26217;68.04263;6695.34675;6361.02983;4555.90535;4953.78166;10.85;9.77919;5935.75201;4717.78935;5048.50375;4972.55167;641.384;327.79328;0;0;199.08644;118.20522;9036.78802;4088.40363;0;1.72045;1462.67849;1983.96919
 Hazırgiyim ve Konfeksiyon ;İSTANBUL;978951.2002;48449.64306;1105479.812;192.98456;817537.5827;113198.0106;916576.4586;1036606.489;47686.59217;51653.07693;349813.3965;507567.3336;29.49773;106.77231;756074.7081;66565.66701;50257.35708;3108.90162;3409.04517;355.94299;261.23491;6992.91305;6882.93192;7099.97021;1911.66561;634.07663;530.0087;5826.14349;4137.80817;403.35342;454.60369;4003.0341;2707.63091;1276.40759;1626.1734;1919.48326;2270.01337;6272.64316;5138.24024;242.2016;314.15689;1268.06201;1547.94456;2614.2344;1119.12791
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;İSTANBUL;173644.5009;1173281.533;197292.3733;976.76756;7239.93938;8525.95435;206445.6502;183540.7361;1063088.314;838703.4148;171048.2926;154017.2275;776.4141;1261.17721;12527.23375;151596.1708;36124.29544;2912.36739;4249.87801;1144.41926;1200.14297;9333.48821;18767.42113;540.25001;1067.74557;972.09217;1045.73644;114.41427;278.02366;3462.80681;1578.69224;603.53793;898.55709;1834.26541;1230.44855;1413.45393;2365.21403;375.12204;347.34098;4.39;0.91837;748.17373;2563.04529;583.12606;479.44882
 İklimlendirme Sanayii;İSTANBUL;128074.4167;205881.992;192129.2844;1896.2205;92131.68928;52129.27665;152052.8936;144891.4696;189080.6292;199880.4809;111719.1823;110818.8909;2088.35968;2737.9989;81403.11493;58140.66565;60957.14906;0.036;0;0;0;530.06557;663.46501;2461.32903;2349.42799;3594.99764;4032.63594;1794.70334;2724.45502;3697.75465;2859.40945;3543.13654;2801.7215;0;22.09361;434.31102;276.18656;0.51;3.20082;0.0581;0;337.43816;467.39353;1018.84579;1273.87404
 Kimyevi Maddeler ve Mamulleri  ;İSTANBUL;632196.8784;161857.7482;947776.5419;11436.60344;215003.8947;1077571.027;899272.0755;782048.7982;147467.2449;147249.2748;672592.2684;660434.1628;11128.09188;11957.22642;207344.1276;1204776.641;1265724.436;25102.50341;26618.9374;38.15804;1.48576;2553.10627;2499.96455;0;0;0.51446;0;2062.64276;3685.29528;0;0;0;0;6710.47036;6150.22905;1699.73566;1716.67496;15.2247;0;3.09098;80.84339;1571.0955;1029.49297;2072.1235;3580.61635
 Kuru Meyve ve Mamulleri  ;İSTANBUL;15061.68659;882482.9699;14461.00283;514.21672;30269.12067;197504.3276;18460.67838;18085.24027;765044.2791;813157.3509;13533.60873;10461.65793;747.08948;689.50179;30901.78821;196538.1116;209538.0501;658952.6143;728452.2047;247.24273;0;0;0;63.45268;37.62198;28.60188;4.86625;0;0;0;18.05353;9.43537;53.91581;526.39713;1637.91796;2036.41014;1441.20065;46.29773;32.76263;0;2.00224;2053.72279;4028.39903;90.54957;79.38649
 Madencilik Ürünleri;İSTANBUL;90750.09942;14337.93915;124715.4469;193.6696;173098.5204;175623.1802;95382.12741;98647.98901;13229.59579;13244.10004;84226.61715;63000.60437;370.08825;240.79086;174934.1667;165027.2785;178601.5135;163062.5311;179116.1832;30.55066;158.95749;18.93689;23.01806;1343.34737;548.12519;207.39394;151.91278;11.65242;8.86314;1105.68704;1134.98172;1683.49898;647.87503;1965.04459;729.3148;9.09709;49.50572;0;0;1642.20482;1437.65236;74.84631;29.71761;4578.72076;7077.42827
 Makine ve Aksamları;İSTANBUL;206920.4411;101981.7991;280170.237;258.46799;547476.1218;954290.6509;279163.0293;211817.4369;94005.32327;87046.10065;141747.5595;147896.7419;108.48149;198.73576;168576.2968;880843.5328;926373.2989;388874.4653;426184.3447;3058.57269;3776.3705;736.58928;1325.74217;44.03556;15.95106;16.70941;65.10031;391.87968;644.27051;22.8585;350.07598;464.75532;15.12401;4004.90943;4230.31676;4149.21691;7291.46932;2076.36225;1802.52127;2065.62459;846.45182;6984.35471;6060.63521;799.81538;386.99722
